time, volt, M0Rad,M0VEL,M1VEL,M1VEL
15005, 0.001, 1.455, 2.378, 4.486, 2.356
15010, 0.113, 1.450, 2.245, 4.479, 2.281
15015, 0.226, 1.445, 2.125, 4.471, 2.214
15020, 0.339, 1.442, 1.988, 4.468, 2.068
15025, 0.452, 1.441, 1.835, 4.465, 1.936
15030, 0.565, 1.439, 1.696, 4.465, 1.760
15035, 0.678, 1.438, 1.570, 4.465, 1.600
15040, 0.791, 1.436, 1.455, 4.465, 1.455
15045, 0.904, 1.436, 1.323, 4.468, 1.267
15050, 1.017, 1.436, 1.203, 4.468, 1.152
15055, 1.129, 1.436, 1.094, 4.471, 0.991
15060, 1.242, 1.436, 0.994, 4.473, 0.873
15065, 1.354, 1.436, 0.904, 4.476, 0.738
15070, 1.467, 1.436, 0.822, 4.479, 0.615
15075, 1.579, 1.436, 0.747, 4.483, 0.476
15080, 1.691, 1.436, 0.679, 4.488, 0.349
15085, 1.803, 1.436, 0.617, 4.494, 0.205
15090, 1.914, 1.436, 0.561, 4.500, 0.075
15095, 2.026, 1.436, 0.510, 4.506, -0.043
15100, 2.137, 1.436, 0.464, 4.514, -0.179
15105, 2.249, 1.436, 0.422, 4.523, -0.330
15110, 2.360, 1.436, 0.383, 4.532, -0.467
15115, 2.470, 1.436, 0.349, 4.542, -0.592
15120, 2.581, 1.436, 0.317, 4.552, -0.734
15125, 2.691, 1.442, 0.177, 4.563, -0.862
15130, 2.801, 1.452, -0.007, 4.575, -1.007
15135, 2.911, 1.459, -0.146, 4.588, -1.139
15140, 3.021, 1.468, -0.300, 4.603, -1.314
15145, 3.130, 1.479, -0.468, 4.617, -1.446
15150, 3.239, 1.491, -0.649, 4.634, -1.621
15155, 3.348, 1.502, -0.785, 4.651, -1.781
15160, 3.456, 1.514, -0.937, 4.669, -1.954
15165, 3.564, 1.527, -1.075, 4.687, -2.111
15170, 3.672, 1.540, -1.229, 4.707, -2.282
15175, 3.780, 1.554, -1.368, 4.727, -2.437
15180, 3.887, 1.571, -1.550, 4.749, -2.606
15185, 3.994, 1.587, -1.689, 4.769, -2.732
15190, 4.100, 1.602, -1.815, 4.792, -2.903
15195, 4.206, 1.620, -1.984, 4.816, -3.085
15200, 4.312, 1.639, -2.139, 4.841, -3.251
15205, 4.417, 1.656, -2.251, 4.867, -3.430
15210, 4.522, 1.676, -2.410, 4.893, -3.593
15215, 4.627, 1.692, -2.497, 4.919, -3.740
15220, 4.731, 1.708, -2.550, 4.947, -3.903
15225, 4.835, 1.729, -2.709, 4.976, -4.078
15230, 4.938, 1.751, -2.853, 5.007, -4.265
15235, 5.041, 1.774, -3.012, 5.037, -4.436
15240, 5.143, 1.798, -3.185, 5.068, -4.590
15245, 5.245, 1.823, -3.342, 5.100, -4.760
15250, 5.347, 1.847, -3.485, 5.132, -4.913
15255, 5.448, 1.873, -3.643, 5.166, -5.080
15260, 5.548, 1.901, -3.814, 5.200, -5.232
15265, 5.648, 1.929, -3.970, 5.234, -5.371
15270, 5.748, 1.958, -4.139, 5.271, -5.551
15275, 5.847, 1.987, -4.293, 5.307, -5.717
15280, 5.946, 2.018, -4.461, 5.346, -5.894
15285, 6.043, 2.050, -4.642, 5.381, -6.000
15290, 6.141, 2.082, -4.806, 5.421, -6.180
15295, 6.238, 2.116, -4.983, 5.462, -6.372
15300, 6.334, 2.150, -5.144, 5.504, -6.546
15305, 6.430, 2.185, -5.319, 5.545, -6.704
15310, 6.525, 2.222, -5.505, 5.587, -6.848
15315, 6.620, 2.260, -5.702, 5.631, -7.035
15320, 6.714, 2.302, -5.938, 5.677, -7.232
15325, 6.807, 2.344, -6.180, 5.723, -7.413
15330, 6.900, 2.383, -6.316, 5.768, -7.548
15335, 6.992, 2.423, -6.467, 5.815, -7.727
15340, 7.084, 2.461, -6.577, 5.863, -7.890
15345, 7.175, 2.498, -6.649, 5.912, -8.065
15350, 7.265, 2.536, -6.743, 5.961, -8.225
15355, 7.355, 2.579, -6.911, 6.010, -8.370
15360, 7.444, 2.621, -7.036, 6.059, -8.502
15365, 7.532, 2.665, -7.206, 6.110, -8.651
15370, 7.620, 2.710, -7.361, 6.162, -8.813
15375, 7.707, 2.756, -7.529, 6.216, -8.989
15380, 7.793, 2.802, -7.681, 6.269, -9.148
15385, 7.879, 2.849, -7.849, 0.040, -9.293
15390, 7.964, 2.898, -8.029, 0.097, -9.481
15395, 8.048, 2.946, -8.164, 0.153, -9.652
15400, 8.132, 2.997, -8.342, 0.212, -9.833
15405, 8.215, 3.049, -8.532, 0.267, -9.943
15410, 8.297, 3.104, -8.762, 0.322, -10.045
15415, 8.378, 3.159, -8.970, 0.379, -10.163
15420, 8.459, 3.214, -9.159, 0.439, -10.327
15425, 8.538, 3.267, -9.277, 0.500, -10.507
15430, 8.618, 3.319, -9.382, 0.560, -10.639
15435, 8.696, 3.369, -9.451, 0.621, -10.789
15440, 8.773, 3.420, -9.512, 0.684, -10.951
15445, 8.850, 3.471, -9.569, 0.749, -11.128
15450, 8.926, 3.527, -9.731, 0.812, -11.260
15455, 9.001, 3.586, -9.908, 0.876, -11.407
15460, 9.076, 3.641, -10.012, 0.942, -11.572
15465, 9.149, 3.699, -10.163, 1.008, -11.721
15470, 9.222, 3.762, -10.383, 1.077, -11.912
15475, 9.294, 3.827, -10.611, 1.143, -12.028
15480, 9.365, 3.890, -10.791, 1.209, -12.133
15485, 9.435, 3.952, -10.955, 1.278, -12.289
15490, 9.505, 4.011, -11.020, 1.347, -12.427
15495, 9.574, 4.069, -11.078, 1.418, -12.581
15500, 9.641, 4.137, -11.301, 1.485, -12.667
15505, 9.708, 4.201, -11.446, 1.557, -12.827
15510, 9.774, 4.269, -11.633, 1.628, -12.943
15515, 9.839, 4.338, -11.832, 1.699, -13.050
15520, 9.904, 4.404, -11.957, 1.768, -13.119
15525, 9.967, 4.471, -12.098, 1.838, -13.211
15530, 10.030, 4.540, -12.254, 1.909, -13.293
15535, 10.091, 4.611, -12.425, 1.979, -13.369
15540, 10.152, 4.684, -12.635, 2.053, -13.493
15545, 10.212, 4.760, -12.854, 2.125, -13.578
15550, 10.271, 4.835, -13.053, 2.199, -13.682
15555, 10.329, 4.907, -13.179, 2.274, -13.806
15560, 10.386, 4.976, -13.238, 2.348, -13.892
15565, 10.442, 5.045, -13.289, 2.423, -13.995
15570, 10.497, 5.116, -13.365, 2.499, -14.118
15575, 10.552, 5.182, -13.350, 2.575, -14.202
15580, 10.605, 5.247, -13.338, 2.654, -14.363
15585, 10.658, 5.323, -13.493, 2.728, -14.395
15590, 10.709, 5.399, -13.663, 2.809, -14.568
15595, 10.760, 5.476, -13.815, 2.891, -14.721
15600, 10.809, 5.554, -13.983, 2.969, -14.806
15605, 10.858, 5.630, -14.080, 3.050, -14.940
15610, 10.906, 5.703, -14.140, 3.129, -15.005
15615, 10.952, 5.778, -14.224, 3.216, -15.232
15620, 10.998, 5.854, -14.298, 3.311, -15.577
15625, 11.043, 5.929, -14.366, 3.396, -15.696
15630, 11.087, 6.010, -14.538, 3.481, -15.831
15635, 11.129, 6.091, -14.698, 3.569, -15.984
15640, 11.171, 6.171, -14.810, 3.653, -16.062
15645, 11.212, 6.257, -15.027, 3.738, -16.137
15650, 11.252, 0.055, -15.142, 3.819, -16.150
15655, 11.291, 0.137, -15.245, 3.900, -16.161
15660, 11.328, 0.218, -15.340, 3.983, -16.200
15665, 11.365, 0.298, -15.396, 4.068, -16.262
15670, 11.401, 0.379, -15.475, 4.149, -16.261
15675, 11.436, 0.457, -15.494, 4.227, -16.208
15680, 11.470, 0.539, -15.564, 4.308, -16.212
15685, 11.502, 0.628, -15.768, 4.394, -16.301
15690, 11.534, 0.721, -16.036, 4.483, -16.438
15695, 11.565, 0.813, -16.255, 4.572, -16.563
15700, 11.594, 0.910, -16.536, 4.660, -16.648
15705, 11.623, 1.000, -16.681, 4.747, -16.725
15710, 11.651, 1.091, -16.811, 4.836, -16.826
15715, 11.677, 1.181, -16.930, 4.924, -16.887
15720, 11.703, 1.263, -16.870, 5.011, -16.943
15725, 11.727, 1.343, -16.787, 5.099, -16.993
15730, 11.751, 1.419, -16.657, 5.188, -17.065
15735, 11.773, 1.502, -16.651, 5.277, -17.134
15740, 11.794, 1.594, -16.812, 5.366, -17.196
15745, 11.815, 1.692, -17.070, 5.453, -17.224
15750, 11.834, 1.792, -17.331, 5.544, -17.303
15755, 11.852, 1.883, -17.403, 5.636, -17.405
15760, 11.869, 1.973, -17.468, 5.726, -17.470
15765, 11.886, 2.058, -17.415, 5.818, -17.555
15770, 11.901, 2.139, -17.313, 5.909, -17.606
15775, 11.915, 2.216, -17.135, 6.001, -17.680
15780, 11.928, 2.291, -16.944, 6.094, -17.774
15785, 11.939, 2.381, -17.052, 6.187, -17.834
15790, 11.950, 2.472, -17.148, 6.282, -17.942
15795, 11.960, 2.573, -17.431, 0.091, -17.984
15800, 11.969, 2.671, -17.634, 0.180, -17.971
15805, 11.976, 2.762, -17.677, 0.279, -18.150
15810, 11.983, 2.848, -17.633, 0.385, -18.425
15815, 11.988, 2.932, -17.566, 0.491, -18.676
15820, 11.993, 3.010, -17.393, 0.588, -18.737
15825, 11.996, 3.089, -17.234, 0.683, -18.761
15830, 11.999, 3.178, -17.287, 0.779, -18.815
15835, 12.000, 3.270, -17.391, 0.875, -18.835
15840, 12.000, 3.363, -17.513, 0.973, -18.910
15845, 11.999, 3.471, -17.875, 1.065, -18.865
15850, 11.997, 3.570, -18.064, 1.162, -18.907
15855, 11.994, 3.653, -17.929, 1.257, -18.919
15860, 11.990, 3.735, -17.779, 1.353, -18.958
15865, 11.985, 3.811, -17.559, 1.447, -18.937
15870, 11.979, 3.891, -17.414, 1.534, -18.806
15875, 11.971, 3.983, -17.503, 1.623, -18.711
15880, 11.963, 4.080, -17.674, 1.712, -18.633
15885, 11.954, 4.178, -17.853, 1.804, -18.613
15890, 11.943, 4.279, -18.072, 1.896, -18.595
15895, 11.932, 4.376, -18.188, 1.987, -18.550
15900, 11.919, 4.471, -18.267, 2.081, -18.568
15905, 11.905, 4.568, -18.362, 2.176, -18.609
15910, 11.891, 4.660, -18.370, 2.272, -18.676
15915, 11.875, 4.753, -18.401, 2.372, -18.790
15920, 11.858, 4.844, -18.375, 2.467, -18.812
15925, 11.840, 4.931, -18.299, 2.562, -18.834
15930, 11.821, 5.020, -18.253, 2.658, -18.847
15935, 11.801, 5.108, -18.189, 2.753, -18.869
15940, 11.780, 5.198, -18.182, 2.845, -18.826
15945, 11.758, 5.297, -18.316, 2.931, -18.674
15950, 11.735, 5.392, -18.381, 3.027, -18.738
15955, 11.711, 5.491, -18.526, 3.127, -18.850
15960, 11.686, 5.587, -18.572, 3.222, -18.867
15965, 11.660, 5.676, -18.503, 3.319, -18.911
15970, 11.632, 5.766, -18.469, 3.432, -19.257
15975, 11.604, 5.858, -18.464, 3.535, -19.375
15980, 11.575, 5.946, -18.376, 3.630, -19.345
15985, 11.544, 6.038, -18.380, 3.727, -19.343
15990, 11.513, 6.134, -18.467, 3.821, -19.288
15995, 11.481, 6.233, -18.576, 3.913, -19.210
16000, 11.447, 0.044, -18.618, 4.009, -19.221
16005, 11.413, 0.143, -18.712, 4.103, -19.176
16010, 11.377, 0.238, -18.741, 4.200, -19.191
16015, 11.341, 0.334, -18.798, 4.293, -19.149
16020, 11.303, 0.430, -18.819, 4.387, -19.110
16025, 11.265, 0.523, -18.812, 4.482, -19.103
16030, 11.225, 0.624, -18.943, 4.574, -19.040
16035, 11.185, 0.724, -19.037, 4.661, -18.901
16040, 11.143, 0.825, -19.148, 4.747, -18.744
16045, 11.101, 0.921, -19.140, 4.833, -18.605
16050, 11.057, 1.010, -19.017, 4.924, -18.558
16055, 11.013, 1.099, -18.909, 5.016, -18.546
16060, 10.968, 1.183, -18.725, 5.105, -18.478
16065, 10.921, 1.266, -18.531, 5.192, -18.390
16070, 10.874, 1.347, -18.324, 5.284, -18.391
16075, 10.826, 1.442, -18.390, 5.378, -18.423
16080, 10.776, 1.540, -18.505, 5.472, -18.450
16085, 10.726, 1.636, -18.555, 5.564, -18.450
16090, 10.675, 1.738, -18.739, 5.653, -18.391
16095, 10.623, 1.832, -18.738, 5.745, -18.393
16100, 10.570, 1.923, -18.681, 5.838, -18.423
16105, 10.516, 2.013, -18.630, 5.930, -18.423
16110, 10.461, 2.096, -18.443, 6.021, -18.393
16115, 10.405, 2.176, -18.218, 6.108, -18.311
16120, 10.348, 2.256, -18.012, 6.197, -18.263
16125, 10.290, 2.335, -17.829, 6.283, -18.169
16130, 10.232, 2.421, -17.771, 0.094, -18.220
16135, 10.172, 2.510, -17.772, 0.186, -18.235
16140, 10.112, 2.607, -17.918, 0.272, -18.143
16145, 10.050, 2.699, -17.965, 0.358, -18.058
16150, 9.988, 2.788, -17.946, 0.440, -17.918
16155, 9.925, 2.872, -17.854, 0.528, -17.884
16160, 9.861, 2.954, -17.711, 0.612, -17.794
16165, 9.796, 3.030, -17.497, 0.695, -17.683
16170, 9.730, 3.104, -17.246, 0.781, -17.635
16175, 9.664, 3.179, -17.046, 0.865, -17.569
16180, 9.596, 3.256, -16.892, 0.950, -17.506
16185, 9.528, 3.337, -16.837, 1.031, -17.396
16190, 9.459, 3.423, -16.869, 1.117, -17.376
16195, 9.389, 3.512, -16.954, 1.200, -17.303
16200, 9.318, 3.607, -17.143, 1.281, -17.210
16205, 9.246, 3.690, -17.093, 1.364, -17.153
16210, 9.174, 3.768, -16.962, 1.442, -17.014
16215, 9.100, 3.844, -16.789, 1.519, -16.864
16220, 9.026, 3.919, -16.630, 1.594, -16.701
16225, 8.951, 3.992, -16.458, 1.669, -16.550
16230, 8.876, 4.065, -16.274, 1.743, -16.384
16235, 8.799, 4.138, -16.135, 1.812, -16.151
16240, 8.722, 4.209, -15.952, 1.884, -15.995
16245, 8.644, 4.284, -15.871, 1.958, -15.881
16250, 8.565, 4.364, -15.879, 2.035, -15.832
16255, 8.485, 4.445, -15.915, 2.108, -15.732
16260, 8.405, 4.526, -15.947, 2.180, -15.613
16265, 8.324, 4.608, -15.978, 2.251, -15.478
16270, 8.242, 4.684, -15.923, 2.321, -15.356
16275, 8.159, 4.764, -15.925, 2.391, -15.215
16280, 8.076, 4.839, -15.846, 2.463, -15.144
16285, 7.992, 4.913, -15.745, 2.533, -15.050
16290, 7.907, 4.988, -15.682, 2.605, -14.994
16295, 7.822, 5.059, -15.541, 2.677, -14.944
16300, 7.736, 5.128, -15.384, 2.751, -14.923
16305, 7.649, 5.195, -15.212, 2.817, -14.765
16310, 7.562, 5.263, -15.060, 2.880, -14.570
16315, 7.473, 5.326, -14.835, 2.954, -14.584
16320, 7.385, 5.392, -14.687, 3.023, -14.514
16325, 7.295, 5.456, -14.525, 3.090, -14.423
16330, 7.205, 5.519, -14.348, 3.158, -14.338
16335, 7.114, 5.584, -14.216, 3.227, -14.291
16340, 7.023, 5.649, -14.125, 3.305, -14.416
16345, 6.931, 5.717, -14.069, 3.377, -14.418
16350, 6.838, 5.786, -14.046, 3.440, -14.250
16355, 6.745, 5.850, -13.941, 3.501, -14.071
16360, 6.651, 5.916, -13.872, 3.560, -13.849
16365, 6.557, 5.981, -13.786, 3.621, -13.710
16370, 6.462, 6.044, -13.678, 3.682, -13.581
16375, 6.366, 6.105, -13.550, 3.742, -13.433
16380, 6.270, 6.170, -13.492, 3.804, -13.329
16385, 6.173, 6.231, -13.382, 3.862, -13.178
16390, 6.076, 0.009, -13.281, 3.919, -13.012
16395, 5.978, 0.069, -13.164, 3.979, -12.919
16400, 5.880, 0.127, -13.026, 4.037, -12.803
16405, 5.781, 0.189, -12.959, 4.094, -12.671
16410, 5.682, 0.249, -12.871, 4.147, -12.497
16415, 5.582, 0.316, -12.929, 4.200, -12.308
16420, 5.481, 0.382, -12.953, 4.252, -12.139
16425, 5.381, 0.443, -12.893, 4.305, -12.014
16430, 5.279, 0.496, -12.669, 4.358, -11.867
16435, 5.177, 0.546, -12.440, 4.404, -11.629
16440, 5.075, 0.595, -12.202, 4.453, -11.464
16445, 4.973, 0.643, -11.959, 4.500, -11.288
16450, 4.869, 0.690, -11.737, 4.545, -11.071
16455, 4.766, 0.736, -11.508, 4.588, -10.846
16460, 4.662, 0.781, -11.271, 4.632, -10.668
16465, 4.557, 0.827, -11.084, 4.674, -10.453
16470, 4.453, 0.875, -10.942, 4.720, -10.340
16475, 4.347, 0.922, -10.813, 4.763, -10.182
16480, 4.242, 0.973, -10.751, 4.806, -10.038
16485, 4.136, 1.020, -10.639, 4.849, -9.906
16490, 4.029, 1.068, -10.538, 4.892, -9.787
16495, 3.923, 1.115, -10.445, 4.931, -9.623
16500, 3.816, 1.158, -10.277, 4.973, -9.502
16505, 3.708, 1.200, -10.097, 5.011, -9.336
16510, 3.601, 1.241, -9.933, 5.051, -9.213
16515, 3.492, 1.283, -9.783, 5.091, -9.101
16520, 3.384, 1.324, -9.647, 5.131, -8.998
16525, 3.275, 1.366, -9.525, 5.169, -8.879
16530, 3.167, 1.404, -9.357, 5.206, -8.742
16535, 3.057, 1.441, -9.176, 5.244, -8.645
16540, 2.948, 1.479, -9.040, 5.281, -8.529
16545, 2.838, 1.519, -8.944, 5.320, -8.451
16550, 2.728, 1.556, -8.800, 5.356, -8.352
16555, 2.618, 1.593, -8.671, 5.387, -8.152
16560, 2.507, 1.626, -8.497, 5.418, -7.969
16565, 2.397, 1.659, -8.310, 5.447, -7.774
16570, 2.286, 1.688, -8.086, 5.475, -7.571
16575, 2.174, 1.714, -7.825, 5.501, -7.356
16580, 2.063, 1.740, -7.589, 5.528, -7.190
16585, 1.952, 1.765, -7.346, 5.553, -6.983
16590, 1.840, 1.791, -7.153, 5.579, -6.823
16595, 1.728, 1.818, -7.005, 5.602, -6.621
16600, 1.616, 1.843, -6.814, 5.623, -6.410
16605, 1.504, 1.867, -6.641, 5.646, -6.245
16610, 1.392, 1.892, -6.485, 5.666, -6.041
16615, 1.279, 1.912, -6.259, 5.686, -5.855
16620, 1.167, 1.933, -6.080, 5.706, -5.684
16625, 1.054, 1.955, -5.919, 5.723, -5.476
16630, 0.942, 1.973, -5.716, 5.740, -5.285
16635, 0.829, 1.992, -5.530, 5.755, -5.082
16640, 0.716, 2.010, -5.363, 5.771, -4.900
16645, 0.603, 2.027, -5.183, 5.785, -4.706
16650, 0.490, 2.044, -5.019, 5.797, -4.502
16655, 0.377, 2.059, -4.842, 5.809, -4.315
16660, 0.264, 2.074, -4.681, 5.820, -4.119
16665, 0.151, 2.087, -4.479, 5.829, -3.912
16670, 0.038, 2.099, -4.295, 5.835, -3.668
16675, -0.075, 2.110, -4.100, 5.843, -3.474
16680, -0.188, 2.117, -3.867, 5.847, -3.242
16685, -0.302, 2.127, -3.683, 5.852, -3.031
16690, -0.415, 2.134, -3.488, 5.857, -2.840
16695, -0.528, 2.142, -3.310, 5.860, -2.637
16700, -0.641, 2.148, -3.121, 5.861, -2.425
16705, -0.753, 2.153, -2.922, 5.861, -2.205
16710, -0.866, 2.157, -2.740, 5.861, -2.005
16715, -0.979, 2.160, -2.547, 5.860, -1.795
16720, -1.092, 2.163, -2.371, 5.858, -1.604
16725, -1.204, 2.163, -2.156, 5.855, -1.402
16730, -1.317, 2.163, -1.960, 5.854, -1.247
16735, -1.429, 2.163, -1.782, 5.849, -1.050
16740, -1.541, 2.163, -1.620, 5.846, -0.899
16745, -1.653, 2.163, -1.473, 5.841, -0.733
16750, -1.765, 2.163, -1.339, 5.837, -0.583
16755, -1.877, 2.163, -1.217, 5.831, -0.418
16760, -1.989, 2.163, -1.106, 5.824, -0.269
16765, -2.100, 2.163, -1.006, 5.818, -0.133
16770, -2.212, 2.163, -0.915, 5.809, 0.047
16775, -2.323, 2.163, -0.831, 5.800, 0.210
16780, -2.433, 2.163, -0.756, 5.791, 0.358
16785, -2.544, 2.160, -0.632, 5.780, 0.521
16790, -2.654, 2.154, -0.462, 5.769, 0.669
16795, -2.765, 2.145, -0.253, 5.757, 0.831
16800, -2.875, 2.136, -0.063, 5.743, 1.007
16805, -2.984, 2.125, 0.138, 5.731, 1.138
16810, -3.094, 2.116, 0.293, 5.715, 1.314
16815, -3.203, 2.107, 0.434, 5.700, 1.474
16820, -3.312, 2.096, 0.590, 5.683, 1.647
16825, -3.420, 2.084, 0.759, 5.665, 1.832
16830, -3.528, 2.068, 0.970, 5.648, 1.972
16835, -3.636, 2.055, 1.133, 5.628, 2.156
16840, -3.744, 2.041, 1.281, 5.607, 2.350
16845, -3.851, 2.025, 1.443, 5.588, 2.471
16850, -3.958, 2.010, 1.591, 5.565, 2.665
16855, -4.065, 1.992, 1.782, 5.542, 2.841
16860, -4.171, 1.973, 1.955, 5.519, 3.002
16865, -4.277, 1.955, 2.112, 5.495, 3.175
16870, -4.382, 1.935, 2.283, 5.470, 3.333
16875, -4.487, 1.915, 2.438, 5.442, 3.532
16880, -4.592, 1.893, 2.607, 5.416, 3.686
16885, -4.696, 1.872, 2.761, 5.389, 3.852
16890, -4.800, 1.849, 2.929, 5.360, 4.033
16895, -4.904, 1.826, 3.081, 5.330, 4.196
16900, -5.007, 1.800, 3.275, 5.300, 4.373
16905, -5.109, 1.775, 3.424, 5.267, 4.562
16910, -5.211, 1.749, 3.588, 5.235, 4.732
16915, -5.313, 1.722, 3.764, 5.203, 4.889
16920, -5.414, 1.695, 3.896, 5.168, 5.086
16925, -5.515, 1.668, 4.044, 5.134, 5.238
16930, -5.615, 1.642, 4.151, 5.097, 5.431
16935, -5.715, 1.611, 4.333, 5.062, 5.579
16940, -5.814, 1.582, 4.469, 5.025, 5.743
16945, -5.913, 1.544, 4.761, 4.985, 5.946
16950, -6.011, 1.505, 5.025, 4.945, 6.131
16955, -6.108, 1.468, 5.238, 4.905, 6.298
16960, -6.206, 1.428, 5.488, 4.865, 6.452
16965, -6.302, 1.395, 5.603, 4.824, 6.618
16970, -6.398, 1.363, 5.680, 4.781, 6.799
16975, -6.493, 1.329, 5.778, 4.737, 6.989
16980, -6.588, 1.292, 5.923, 4.691, 7.191
16985, -6.682, 1.250, 6.138, 4.646, 7.347
16990, -6.776, 1.209, 6.334, 4.602, 7.488
16995, -6.869, 1.168, 6.511, 4.554, 7.672
17000, -6.962, 1.125, 6.701, 4.505, 7.867
17005, -7.053, 1.086, 6.791, 4.454, 8.074
17010, -7.145, 1.042, 6.982, 4.405, 8.233
17015, -7.235, 0.994, 7.213, 4.356, 8.378
17020, -7.325, 0.948, 7.394, 4.305, 8.537
17025, -7.414, 0.902, 7.559, 4.253, 8.710
17030, -7.503, 0.855, 7.737, 4.198, 8.922
17035, -7.591, 0.809, 7.872, 4.144, 9.088
17040, -7.678, 0.761, 8.021, 4.092, 9.210
17045, -7.765, 0.710, 8.213, 4.037, 9.377
17050, -7.851, 0.660, 8.388, 3.980, 9.558
17055, -7.936, 0.611, 8.518, 3.923, 9.721
17060, -8.020, 0.560, 8.665, 3.870, 9.814
17065, -8.104, 0.506, 8.854, 3.811, 9.982
17070, -8.187, 0.453, 9.026, 3.753, 10.135
17075, -8.269, 0.397, 9.210, 3.693, 10.302
17080, -8.351, 0.342, 9.378, 3.635, 10.425
17085, -8.432, 0.292, 9.446, 3.574, 10.594
17090, -8.512, 0.238, 9.566, 3.515, 10.692
17095, -8.591, 0.183, 9.700, 3.454, 10.836
17100, -8.670, 0.126, 9.851, 3.391, 10.994
17105, -8.748, 0.068, 10.015, 3.330, 11.111
17110, -8.825, 0.012, 10.111, 3.267, 11.246
17115, -8.901, 6.239, 10.224, 3.202, 11.395
17120, -8.976, 6.173, 10.495, 3.138, 11.532
17125, -9.051, 6.111, 10.658, 3.073, 11.656
17130, -9.125, 6.051, 10.775, 3.006, 11.822
17135, -9.198, 5.987, 10.971, 2.941, 11.921
17140, -9.270, 5.924, 11.118, 2.874, 12.066
17145, -9.342, 5.866, 11.168, 2.806, 12.198
17150, -9.412, 5.801, 11.325, 2.736, 12.373
17155, -9.482, 5.738, 11.439, 2.668, 12.475
17160, -9.551, 5.671, 11.627, 2.601, 12.568
17165, -9.619, 5.605, 11.770, 2.532, 12.680
17170, -9.686, 5.542, 11.845, 2.461, 12.813
17175, -9.752, 5.475, 11.996, 2.391, 12.932
17180, -9.818, 5.409, 12.106, 2.320, 13.040
17185, -9.882, 5.344, 12.177, 2.249, 13.137
17190, -9.946, 5.274, 12.356, 2.179, 13.229
17195, -10.009, 5.205, 12.488, 2.107, 13.336
17200, -10.071, 5.137, 12.581, 2.033, 13.465
17205, -10.132, 5.066, 12.721, 1.959, 13.578
17210, -10.192, 4.996, 12.849, 1.886, 13.684
17215, -10.251, 4.925, 12.966, 1.812, 13.782
17220, -10.310, 4.852, 13.126, 1.735, 13.922
17225, -10.367, 4.780, 13.245, 1.659, 14.052
17230, -10.424, 4.709, 13.326, 1.583, 14.143
17235, -10.479, 4.632, 13.510, 1.508, 14.224
17240, -10.534, 4.557, 13.650, 1.427, 14.410
17245, -10.588, 4.485, 13.722, 1.346, 14.580
17250, -10.640, 4.407, 13.897, 1.263, 14.760
17255, -10.692, 4.330, 14.029, 1.183, 14.870
17260, -10.743, 4.252, 14.177, 1.099, 15.053
17265, -10.793, 4.172, 14.341, 1.013, 15.248
17270, -10.842, 4.094, 14.460, 0.927, 15.423
17275, -10.890, 4.018, 14.515, 0.842, 15.557
17280, -10.937, 3.939, 14.648, 0.761, 15.623
17285, -10.983, 3.862, 14.711, 0.672, 15.820
17290, -11.028, 3.784, 14.797, 0.588, 15.917
17295, -11.072, 3.702, 14.931, 0.506, 15.948
17300, -11.115, 3.623, 15.025, 0.420, 16.061
17305, -11.157, 3.541, 15.139, 0.336, 16.136
17310, -11.198, 3.462, 15.214, 0.253, 16.177
17315, -11.239, 3.383, 15.254, 0.170, 16.212
17320, -11.278, 3.310, 15.209, 0.086, 16.275
17325, -11.316, 3.231, 15.247, 6.283, 16.354
17330, -11.353, 3.156, 15.229, 6.199, 16.403
17335, -11.389, 3.063, 15.551, 6.110, 16.534
17340, -11.424, 2.977, 15.700, 6.022, 16.622
17345, -11.458, 2.888, 15.888, 5.933, 16.724
17350, -11.492, 2.797, 16.093, 5.844, 16.826
17355, -11.524, 2.710, 16.221, 5.758, 16.858
17360, -11.555, 2.622, 16.339, 5.668, 16.974
17365, -11.585, 2.533, 16.474, 5.580, 17.023
17370, -11.614, 2.452, 16.453, 5.491, 17.091
17375, -11.642, 2.374, 16.381, 5.401, 17.183
17380, -11.668, 2.298, 16.262, 5.312, 17.239
17385, -11.694, 2.225, 16.124, 5.221, 17.322
17390, -11.719, 2.143, 16.137, 5.129, 17.421
17395, -11.743, 2.053, 16.317, 5.036, 17.537
17400, -11.766, 1.961, 16.509, 4.941, 17.677
17405, -11.787, 1.861, 16.822, 4.845, 17.799
17410, -11.808, 1.765, 17.052, 4.752, 17.885
17415, -11.828, 1.676, 17.120, 4.664, 17.850
17420, -11.846, 1.596, 17.017, 4.572, 17.900
17425, -11.864, 1.521, 16.836, 4.479, 17.976
17430, -11.880, 1.438, 16.813, 4.385, 18.045
17435, -11.896, 1.349, 16.904, 4.287, 18.190
17440, -11.910, 1.254, 17.100, 4.186, 18.379
17445, -11.923, 1.157, 17.304, 4.086, 18.522
17450, -11.936, 1.053, 17.627, 3.989, 18.594
17455, -11.947, 0.957, 17.756, 3.885, 18.802
17460, -11.957, 0.864, 17.844, 3.781, 18.990
17465, -11.966, 0.770, 17.926, 3.676, 19.162
17470, -11.974, 0.678, 17.972, 3.577, 19.236
17475, -11.981, 0.589, 17.956, 3.483, 19.187
17480, -11.987, 0.502, 17.916, 3.388, 19.174
17485, -11.991, 0.416, 17.852, 3.290, 19.218
17490, -11.995, 0.325, 17.875, 3.196, 19.172
