time, volt, M0Rad,M0VEL,M1VEL,M1VEL
7840, -11.735, 1.912, 18.805, 5.768, 19.383
7845, -11.727, 1.817, 18.829, 5.669, 19.410
7850, -11.719, 1.720, 18.876, 5.576, 19.346
7855, -11.711, 1.626, 18.863, 5.479, 19.347
7860, -11.702, 1.531, 18.878, 5.381, 19.374
7865, -11.694, 1.432, 18.977, 5.281, 19.427
7870, -11.686, 1.333, 19.038, 5.183, 19.447
7875, -11.677, 1.235, 19.092, 5.085, 19.462
7880, -11.668, 1.135, 19.174, 4.985, 19.511
7885, -11.659, 1.039, 19.187, 4.882, 19.603
7890, -11.650, 0.944, 19.174, 4.778, 19.720
7895, -11.641, 0.844, 19.246, 4.671, 19.882
7900, -11.632, 0.746, 19.281, 4.579, 19.746
7905, -11.623, 0.649, 19.288, 4.477, 19.794
7910, -11.613, 0.552, 19.295, 4.379, 19.782
7915, -11.604, 0.457, 19.271, 4.281, 19.769
7920, -11.594, 0.356, 19.361, 4.183, 19.758
7925, -11.584, 0.264, 19.277, 4.091, 19.637
7930, -11.574, 0.170, 19.227, 3.991, 19.664
7935, -11.564, 0.078, 19.154, 3.888, 19.748
7940, -11.554, 6.272, 19.031, 3.784, 19.848
7945, -11.544, 6.176, 19.061, 3.687, 19.803
7950, -11.534, 6.073, 19.197, 3.595, 19.676
7955, -11.523, 5.973, 19.267, 3.495, 19.702
7960, -11.513, 5.874, 19.330, 3.399, 19.669
7965, -11.502, 5.772, 19.417, 3.303, 19.614
7970, -11.491, 5.676, 19.408, 3.210, 19.531
7975, -11.480, 5.582, 19.346, 3.115, 19.485
7980, -11.469, 5.484, 19.375, 3.021, 19.417
7985, -11.458, 5.392, 19.289, 2.926, 19.383
7990, -11.447, 5.298, 19.238, 2.837, 19.238
7995, -11.435, 5.200, 19.273, 2.757, 18.938
8000, -11.424, 5.109, 19.170, 2.664, 18.921
8005, -11.412, 5.019, 19.075, 2.569, 18.932
8010, -11.401, 4.924, 19.071, 2.473, 18.940
8015, -11.389, 4.835, 18.958, 2.380, 18.922
8020, -11.377, 4.741, 18.936, 2.288, 18.876
8025, -11.365, 4.648, 18.918, 2.194, 18.862
8030, -11.353, 4.557, 18.842, 2.099, 18.874
8035, -11.340, 4.471, 18.696, 2.002, 18.921
8040, -11.328, 4.381, 18.642, 1.904, 18.985
8045, -11.316, 4.293, 18.539, 1.809, 18.990
8050, -11.303, 4.203, 18.502, 1.708, 19.103
8055, -11.290, 4.104, 18.609, 1.608, 19.185
8060, -11.277, 4.008, 18.675, 1.510, 19.226
8065, -11.264, 3.914, 18.681, 1.415, 19.205
8070, -11.251, 3.817, 18.742, 1.320, 19.194
8075, -11.238, 3.725, 18.712, 1.224, 19.178
8080, -11.225, 3.633, 18.685, 1.129, 19.165
8085, -11.212, 3.544, 18.608, 1.034, 19.156
8090, -11.198, 3.457, 18.506, 0.939, 19.141
8095, -11.184, 3.366, 18.471, 0.839, 19.217
8100, -11.171, 3.287, 18.242, 0.740, 19.283
8105, -11.157, 3.198, 18.204, 0.643, 19.291
8110, -11.143, 3.101, 18.308, 0.548, 19.267
8115, -11.129, 3.001, 18.458, 0.456, 19.190
8120, -11.115, 2.900, 18.622, 0.362, 19.146
8125, -11.101, 2.797, 18.801, 0.269, 19.109
8130, -11.086, 2.700, 18.849, 0.176, 19.045
8135, -11.072, 2.613, 18.728, 0.087, 18.934
8140, -11.057, 2.526, 18.616, 0.002, 18.774
8145, -11.042, 2.441, 18.460, 6.197, 18.659
8150, -11.028, 2.360, 18.262, 6.110, 18.554
8155, -11.013, 2.279, 18.081, 6.021, 18.485
8160, -10.998, 2.199, 17.889, 5.935, 18.368
8165, -10.982, 2.110, 17.882, 5.844, 18.344
8170, -10.967, 2.019, 17.905, 5.752, 18.353
8175, -10.952, 1.929, 17.923, 5.660, 18.357
8180, -10.936, 1.835, 17.996, 5.570, 18.334
8185, -10.921, 1.741, 18.063, 5.479, 18.315
8190, -10.905, 1.653, 18.040, 5.390, 18.269
8195, -10.889, 1.564, 18.018, 5.300, 18.253
8200, -10.873, 1.479, 17.915, 5.208, 18.268
8205, -10.857, 1.390, 17.907, 5.116, 18.282
8210, -10.841, 1.297, 17.982, 5.022, 18.322
8215, -10.825, 1.206, 17.994, 4.927, 18.387
8220, -10.809, 1.111, 18.090, 4.827, 18.531
8225, -10.792, 1.016, 18.175, 4.727, 18.658
8230, -10.776, 0.927, 18.142, 4.631, 18.721
8235, -10.759, 0.839, 18.083, 4.543, 18.609
8240, -10.742, 0.746, 18.140, 4.453, 18.562
8245, -10.726, 0.658, 18.085, 4.362, 18.523
8250, -10.709, 0.571, 18.031, 4.272, 18.485
8255, -10.692, 0.477, 18.091, 4.178, 18.503
8260, -10.674, 0.385, 18.125, 4.089, 18.444
8265, -10.657, 0.298, 18.068, 3.995, 18.468
8270, -10.640, 0.209, 18.042, 3.900, 18.517
8275, -10.622, 0.123, 17.969, 3.808, 18.512
8280, -10.605, 0.040, 17.842, 3.718, 18.474
8285, -10.587, 6.239, 17.756, 3.630, 18.387
8290, -10.569, 6.147, 17.818, 3.541, 18.330
8295, -10.551, 6.056, 17.845, 3.452, 18.288
8300, -10.533, 5.966, 17.869, 3.365, 18.215
8305, -10.515, 5.875, 17.892, 3.280, 18.091
8310, -10.497, 5.789, 17.828, 3.196, 17.984
8315, -10.479, 5.700, 17.828, 3.112, 17.885
8320, -10.460, 5.614, 17.769, 3.026, 17.823
8325, -10.442, 5.530, 17.689, 2.941, 17.737
8330, -10.423, 5.442, 17.672, 2.859, 17.629
8335, -10.404, 5.361, 17.546, 2.783, 17.396
8340, -10.385, 5.278, 17.459, 2.696, 17.407
8345, -10.367, 5.191, 17.464, 2.607, 17.443
8350, -10.347, 5.109, 17.354, 2.519, 17.447
8355, -10.328, 5.028, 17.257, 2.438, 17.341
8360, -10.309, 4.941, 17.278, 2.354, 17.298
8365, -10.290, 4.856, 17.243, 2.266, 17.317
8370, -10.270, 4.770, 17.240, 2.182, 17.277
8375, -10.251, 4.678, 17.347, 2.096, 17.269
8380, -10.231, 4.589, 17.390, 2.010, 17.262
8385, -10.211, 4.500, 17.428, 1.923, 17.284
8390, -10.192, 4.413, 17.436, 1.834, 17.331
8395, -10.172, 4.327, 17.413, 1.743, 17.401
8400, -10.152, 4.238, 17.449, 1.649, 17.522
8405, -10.131, 4.154, 17.399, 1.559, 17.576
8410, -10.111, 4.069, 17.353, 1.470, 17.597
8415, -10.091, 3.986, 17.281, 1.384, 17.558
8420, -10.070, 3.905, 17.189, 1.300, 17.497
8425, -10.050, 3.825, 17.079, 1.211, 17.526
8430, -10.029, 3.745, 16.980, 1.126, 17.468
8435, -10.008, 3.664, 16.916, 1.039, 17.471
8440, -9.987, 3.580, 16.912, 0.953, 17.445
8445, -9.967, 3.497, 16.884, 0.867, 17.423
8450, -9.945, 3.417, 16.799, 0.779, 17.429
8455, -9.924, 3.339, 16.696, 0.698, 17.324
8460, -9.903, 3.262, 16.573, 0.611, 17.339
8465, -9.882, 3.185, 16.464, 0.526, 17.299
8470, -9.860, 3.101, 16.502, 0.443, 17.232
8475, -9.839, 3.013, 16.591, 0.364, 17.116
8480, -9.817, 2.926, 16.673, 0.284, 17.010
8485, -9.795, 2.835, 16.807, 0.203, 16.946
8490, -9.774, 2.745, 16.925, 0.123, 16.855
8495, -9.752, 2.658, 16.976, 0.046, 16.717
8500, -9.730, 2.578, 16.888, 6.256, 16.540
8505, -9.708, 2.499, 16.776, 6.179, 16.431
8510, -9.685, 2.429, 16.535, 6.099, 16.387
8515, -9.663, 2.360, 16.288, 6.016, 16.405
8520, -9.641, 2.291, 16.063, 5.933, 16.420
8525, -9.618, 2.222, 15.860, 5.854, 16.380
8530, -9.596, 2.137, 15.955, 5.772, 16.371
8535, -9.573, 2.055, 16.011, 5.691, 16.360
8540, -9.550, 1.970, 16.092, 5.608, 16.380
8545, -9.527, 1.880, 16.274, 5.531, 16.287
8550, -9.504, 1.792, 16.387, 5.453, 16.232
8555, -9.481, 1.711, 16.375, 5.372, 16.232
8560, -9.458, 1.637, 16.227, 5.294, 16.182
8565, -9.435, 1.571, 15.952, 5.212, 16.190
8570, -9.411, 1.508, 15.648, 5.132, 16.171
8575, -9.388, 1.430, 15.648, 5.051, 16.176
8580, -9.364, 1.350, 15.678, 4.967, 16.244
8585, -9.341, 1.269, 15.732, 4.881, 16.330
8590, -9.317, 1.185, 15.837, 4.795, 16.407
8595, -9.293, 1.100, 15.933, 4.714, 16.395
8600, -9.269, 1.022, 15.908, 4.635, 16.327
8605, -9.245, 0.944, 15.886, 4.554, 16.322
8610, -9.221, 0.872, 15.754, 4.474, 16.288
8615, -9.197, 0.796, 15.689, 4.396, 16.231
8620, -9.173, 0.720, 15.659, 4.315, 16.235
8625, -9.149, 0.646, 15.577, 4.236, 16.183
8630, -9.124, 0.568, 15.585, 4.157, 16.163
8635, -9.100, 0.488, 15.620, 4.077, 16.146
8640, -9.075, 0.413, 15.566, 3.997, 16.127
8645, -9.050, 0.338, 15.521, 3.914, 16.170
8650, -9.025, 0.261, 15.504, 3.839, 16.065
8655, -9.001, 0.189, 15.408, 3.758, 16.085
8660, -8.976, 0.112, 15.402, 3.682, 15.989
8665, -8.951, 0.040, 15.315, 3.606, 15.933
8670, -8.925, 6.256, 15.150, 3.531, 15.850
8675, -8.900, 6.174, 15.252, 3.457, 15.749
8680, -8.875, 6.096, 15.289, 3.383, 15.657
8685, -8.849, 6.019, 15.297, 3.311, 15.546
8690, -8.824, 5.939, 15.357, 3.239, 15.444
8695, -8.798, 5.863, 15.357, 3.170, 15.296
8700, -8.773, 5.789, 15.301, 3.098, 15.217
8705, -8.747, 5.717, 15.221, 3.026, 15.144
8710, -8.721, 5.646, 15.121, 2.954, 15.079
8715, -8.695, 5.576, 15.029, 2.883, 14.990
8720, -8.669, 5.504, 14.978, 2.819, 14.801
8725, -8.643, 5.435, 14.872, 2.748, 14.740
8730, -8.617, 5.367, 14.746, 2.674, 14.737
8735, -8.590, 5.298, 14.665, 2.601, 14.739
8740, -8.564, 5.231, 14.559, 2.530, 14.683
8745, -8.538, 5.162, 14.493, 2.460, 14.632
8750, -8.511, 5.091, 14.460, 2.389, 14.586
8755, -8.484, 5.020, 14.428, 2.317, 14.570
8760, -8.458, 4.950, 14.400, 2.245, 14.557
8765, -8.431, 4.879, 14.377, 2.176, 14.491
8770, -8.404, 4.807, 14.380, 2.105, 14.456
8775, -8.377, 4.737, 14.359, 2.033, 14.455
8780, -8.350, 4.661, 14.421, 1.958, 14.509
8785, -8.323, 4.589, 14.422, 1.881, 14.586
8790, -8.296, 4.517, 14.423, 1.804, 14.652
8795, -8.269, 4.445, 14.424, 1.731, 14.663
8800, -8.241, 4.374, 14.397, 1.656, 14.697
8805, -8.214, 4.304, 14.372, 1.585, 14.645
8810, -8.186, 4.235, 14.320, 1.514, 14.596
8815, -8.159, 4.167, 14.247, 1.442, 14.581
8820, -8.131, 4.100, 14.179, 1.375, 14.483
8825, -8.103, 4.035, 14.064, 1.304, 14.451
8830, -8.075, 3.971, 13.959, 1.234, 14.422
8835, -8.047, 3.903, 13.918, 1.163, 14.394
8840, -8.019, 3.837, 13.853, 1.096, 14.313
8845, -7.991, 3.771, 13.795, 1.026, 14.269
8850, -7.963, 3.704, 13.769, 0.956, 14.256
8855, -7.935, 3.635, 13.772, 0.888, 14.186
8860, -7.907, 3.567, 13.749, 0.821, 14.125
8865, -7.878, 3.498, 13.757, 0.752, 14.098
8870, -7.850, 3.434, 13.677, 0.683, 14.071
8875, -7.821, 3.371, 13.579, 0.615, 14.020
8880, -7.792, 3.313, 13.405, 0.549, 13.944
8885, -7.764, 3.254, 13.248, 0.482, 13.906
8890, -7.735, 3.196, 13.104, 0.416, 13.841
8895, -7.706, 3.132, 13.086, 0.351, 13.755
8900, -7.677, 3.060, 13.207, 0.287, 13.676
8905, -7.648, 2.986, 13.347, 0.222, 13.605
8910, -7.619, 2.908, 13.557, 0.158, 13.540
8915, -7.590, 2.832, 13.692, 0.098, 13.399
8920, -7.561, 2.770, 13.593, 0.035, 13.325
8925, -7.531, 2.711, 13.417, 6.257, 13.229
8930, -7.502, 2.654, 13.231, 6.197, 13.116
8935, -7.473, 2.596, 13.088, 6.137, 13.011
8940, -7.443, 2.539, 12.932, 6.078, 12.918
8945, -7.413, 2.484, 12.761, 6.018, 12.831
8950, -7.384, 2.426, 12.660, 5.955, 12.807
8955, -7.354, 2.371, 12.516, 5.890, 12.816
8960, -7.324, 2.315, 12.383, 5.831, 12.740
8965, -7.294, 2.257, 12.316, 5.768, 12.724
8970, -7.264, 2.197, 12.286, 5.705, 12.712
8975, -7.234, 2.131, 12.371, 5.643, 12.674
8980, -7.204, 2.067, 12.419, 5.582, 12.639
8985, -7.174, 1.996, 12.574, 5.524, 12.549
8990, -7.144, 1.929, 12.660, 5.462, 12.526
8995, -7.113, 1.863, 12.709, 5.401, 12.504
9000, -7.083, 1.801, 12.671, 5.340, 12.481
9005, -7.052, 1.748, 12.498, 5.277, 12.493
9010, -7.022, 1.694, 12.338, 5.215, 12.473
9015, -6.991, 1.642, 12.166, 5.152, 12.482
9020, -6.961, 1.594, 11.925, 5.088, 12.520
9025, -6.930, 1.544, 11.762, 5.022, 12.582
9030, -6.899, 1.484, 11.782, 4.956, 12.636
9035, -6.868, 1.421, 11.855, 4.893, 12.634
9040, -6.837, 1.349, 12.091, 4.832, 12.602
9045, -6.806, 1.286, 12.136, 4.773, 12.517
9050, -6.775, 1.224, 12.149, 4.717, 12.413
9055, -6.744, 1.165, 12.133, 4.658, 12.345
9060, -6.713, 1.105, 12.118, 4.603, 12.226
9065, -6.682, 1.049, 12.023, 4.549, 12.093
9070, -6.650, 0.994, 11.934, 4.496, 11.969
9075, -6.619, 0.945, 11.743, 4.442, 11.858
9080, -6.587, 0.895, 11.596, 4.388, 11.757
9085, -6.556, 0.844, 11.464, 4.336, 11.637
9090, -6.524, 0.790, 11.399, 4.281, 11.584
9095, -6.492, 0.730, 11.451, 4.226, 11.535
9100, -6.461, 0.672, 11.471, 4.167, 11.546
9105, -6.429, 0.614, 11.489, 4.111, 11.530
9110, -6.397, 0.557, 11.479, 4.052, 11.544
9115, -6.365, 0.502, 11.439, 3.994, 11.553
9120, -6.333, 0.448, 11.377, 3.937, 11.536
9125, -6.301, 0.394, 11.320, 3.879, 11.548
9130, -6.269, 0.345, 11.184, 3.822, 11.530
9135, -6.237, 0.295, 11.089, 3.764, 11.543
9140, -6.205, 0.244, 11.001, 3.707, 11.525
9145, -6.172, 0.193, 10.922, 3.652, 11.482
9150, -6.140, 0.143, 10.851, 3.597, 11.443
9155, -6.107, 0.087, 10.870, 3.543, 11.380
9160, -6.075, 0.037, 10.803, 3.488, 11.350
9165, -6.042, 6.271, 10.715, 3.434, 11.296
9170, -6.010, 6.217, 10.717, 3.380, 11.245
9175, -5.977, 6.165, 10.692, 3.326, 11.200
9180, -5.944, 6.114, 10.641, 3.276, 11.102
9185, -5.912, 6.064, 10.594, 3.225, 11.012
9190, -5.879, 6.013, 10.553, 3.175, 10.932
9195, -5.846, 5.964, 10.487, 3.122, 10.889
9200, -5.813, 5.915, 10.426, 3.073, 10.790
9205, -5.780, 5.866, 10.373, 3.024, 10.704
9210, -5.747, 5.817, 10.322, 2.975, 10.623
9215, -5.714, 5.768, 10.278, 2.926, 10.551
9220, -5.681, 5.719, 10.238, 2.878, 10.458
9225, -5.647, 5.669, 10.199, 2.835, 10.288
9230, -5.614, 5.622, 10.138, 2.794, 10.105
9235, -5.581, 5.574, 10.082, 2.751, 9.968
9240, -5.547, 5.527, 10.032, 2.711, 9.788
9245, -5.514, 5.482, 9.929, 2.664, 9.764
9250, -5.480, 5.435, 9.893, 2.616, 9.741
9255, -5.447, 5.389, 9.831, 2.569, 9.721
9260, -5.413, 5.344, 9.747, 2.524, 9.647
9265, -5.379, 5.300, 9.671, 2.478, 9.608
9270, -5.346, 5.252, 9.657, 2.432, 9.571
9275, -5.312, 5.206, 9.616, 2.387, 9.509
9280, -5.278, 5.163, 9.524, 2.343, 9.456
9285, -5.244, 5.117, 9.495, 2.298, 9.404
9290, -5.210, 5.073, 9.442, 2.252, 9.388
9295, -5.176, 5.028, 9.392, 2.208, 9.343
9300, -5.142, 4.982, 9.377, 2.165, 9.277
9305, -5.108, 4.938, 9.334, 2.120, 9.242
9310, -5.074, 4.893, 9.295, 2.076, 9.211
9315, -5.040, 4.850, 9.232, 2.031, 9.183
9320, -5.006, 4.807, 9.174, 1.987, 9.158
9325, -4.971, 4.766, 9.094, 1.942, 9.134
9330, -4.937, 4.723, 9.049, 1.898, 9.113
9335, -4.903, 4.681, 8.980, 1.852, 9.122
9340, -4.868, 4.641, 8.889, 1.806, 9.130
9345, -4.834, 4.598, 8.864, 1.761, 9.110
9350, -4.799, 4.556, 8.840, 1.718, 9.063
9355, -4.765, 4.516, 8.761, 1.676, 9.019
9360, -4.730, 4.471, 8.775, 1.634, 8.954
9365, -4.695, 4.431, 8.703, 1.593, 8.893
9370, -4.661, 4.391, 8.637, 1.551, 8.838
9375, -4.626, 4.350, 8.606, 1.510, 8.788
9380, -4.591, 4.310, 8.549, 1.468, 8.743
9385, -4.556, 4.269, 8.526, 1.425, 8.730
9390, -4.521, 4.230, 8.449, 1.384, 8.689
9395, -4.486, 4.190, 8.406, 1.343, 8.653
9400, -4.451, 4.152, 8.341, 1.303, 8.592
9405, -4.416, 4.112, 8.308, 1.263, 8.537
9410, -4.381, 4.075, 8.223, 1.223, 8.486
9415, -4.346, 4.037, 8.173, 1.186, 8.384
9420, -4.311, 3.999, 8.128, 1.149, 8.292
9425, -4.276, 3.962, 8.059, 1.109, 8.263
9430, -4.241, 3.925, 7.995, 1.069, 8.237
9435, -4.205, 3.890, 7.911, 1.030, 8.214
9440, -4.170, 3.854, 7.835, 0.993, 8.138
9445, -4.135, 3.821, 7.736, 0.957, 8.039
9450, -4.099, 3.785, 7.676, 0.922, 7.951
9455, -4.064, 3.750, 7.621, 0.885, 7.898
9460, -4.028, 3.713, 7.596, 0.847, 7.876
9465, -3.993, 3.678, 7.549, 0.810, 7.832
9470, -3.957, 3.643, 7.505, 0.778, 7.706
9475, -3.921, 3.607, 7.464, 0.743, 7.647
9480, -3.886, 3.575, 7.371, 0.709, 7.565
9485, -3.850, 3.543, 7.288, 0.675, 7.492
9490, -3.814, 3.512, 7.184, 0.640, 7.452
9495, -3.779, 3.481, 7.089, 0.608, 7.360
9500, -3.743, 3.448, 7.059, 0.574, 7.307
9505, -3.707, 3.414, 7.032, 0.540, 7.255
9510, -3.671, 3.383, 6.951, 0.508, 7.183
9515, -3.635, 3.353, 6.877, 0.477, 7.088
9520, -3.599, 3.326, 6.727, 0.446, 7.002
9525, -3.563, 3.299, 6.618, 0.416, 6.922
9530, -3.527, 3.268, 6.574, 0.385, 6.852
9535, -3.491, 3.237, 6.535, 0.354, 6.788
9540, -3.455, 3.210, 6.444, 0.325, 6.702
9545, -3.419, 3.179, 6.416, 0.296, 6.622
9550, -3.383, 3.150, 6.363, 0.269, 6.522
9555, -3.347, 3.122, 6.287, 0.239, 6.460
9560, -3.310, 3.092, 6.274, 0.212, 6.375
9565, -3.274, 3.063, 6.234, 0.186, 6.270
9570, -3.238, 3.035, 6.170, 0.158, 6.202
9575, -3.202, 3.006, 6.139, 0.132, 6.112
9580, -3.165, 2.980, 6.056, 0.106, 6.032
9585, -3.129, 2.952, 6.008, 0.080, 5.957
9590, -3.092, 2.926, 5.937, 0.055, 5.863
9595, -3.056, 2.900, 5.872, 0.029, 5.804
9600, -3.020, 2.874, 5.812, 0.002, 5.779
9605, -2.983, 2.846, 5.786, 6.259, 5.728
9610, -2.946, 2.822, 5.707, 6.233, 5.682
9615, -2.910, 2.797, 5.635, 6.206, 5.640
9620, -2.873, 2.773, 5.570, 6.180, 5.602
9625, -2.837, 2.748, 5.510, 6.156, 5.539
9630, -2.800, 2.723, 5.456, 6.130, 5.510
9635, -2.763, 2.699, 5.406, 6.104, 5.483
9640, -2.727, 2.676, 5.333, 6.081, 5.403
9645, -2.690, 2.653, 5.268, 6.056, 5.359
9650, -2.653, 2.630, 5.207, 6.032, 5.318
9655, -2.616, 2.607, 5.153, 6.007, 5.281
9660, -2.580, 2.585, 5.075, 5.982, 5.248
9665, -2.543, 2.564, 5.005, 5.959, 5.189
9670, -2.506, 2.541, 4.968, 5.938, 5.107
9675, -2.469, 2.519, 4.908, 5.916, 5.034
9680, -2.432, 2.498, 4.853, 5.895, 4.968
9685, -2.395, 2.476, 4.801, 5.874, 4.905
9690, -2.358, 2.457, 4.729, 5.852, 4.851
9695, -2.321, 2.437, 4.662, 5.831, 4.801
9700, -2.284, 2.418, 4.572, 5.809, 4.755
9705, -2.247, 2.400, 4.492, 5.788, 4.714
9710, -2.210, 2.381, 4.419, 5.768, 4.648
9715, -2.173, 2.363, 4.353, 5.746, 4.616
9720, -2.136, 2.343, 4.319, 5.726, 4.559
9725, -2.099, 2.325, 4.262, 5.705, 4.535
9730, -2.062, 2.306, 4.210, 5.686, 4.458
9735, -2.025, 2.288, 4.162, 5.668, 4.388
9740, -1.988, 2.271, 4.091, 5.648, 4.352
9745, -1.950, 2.256, 3.998, 5.630, 4.291
9750, -1.913, 2.240, 3.914, 5.610, 4.263
9755, -1.876, 2.226, 3.809, 5.593, 4.183
9760, -1.839, 2.209, 3.770, 5.576, 4.110
9765, -1.801, 2.190, 3.790, 5.557, 4.071
9770, -1.764, 2.171, 3.781, 5.541, 4.008
9775, -1.727, 2.156, 3.716, 5.524, 3.951
9780, -1.689, 2.139, 3.685, 5.508, 3.871
9785, -1.652, 2.125, 3.602, 5.493, 3.798
9790, -1.615, 2.110, 3.553, 5.478, 3.732
9795, -1.577, 2.096, 3.481, 5.464, 3.644
9800, -1.540, 2.082, 3.416, 5.450, 3.564
9805, -1.503, 2.071, 3.301, 5.436, 3.491
9810, -1.465, 2.059, 3.225, 5.422, 3.425
9815, -1.428, 2.047, 3.155, 5.410, 3.337
9820, -1.390, 2.035, 3.091, 5.396, 3.285
9825, -1.353, 2.022, 3.034, 5.384, 3.209
9830, -1.315, 2.012, 2.954, 5.372, 3.141
9835, -1.278, 2.001, 2.880, 5.360, 3.079
9840, -1.241, 1.990, 2.814, 5.349, 2.994
9845, -1.203, 1.979, 2.754, 5.338, 2.917
9850, -1.165, 1.969, 2.699, 5.327, 2.848
9855, -1.128, 1.959, 2.621, 5.317, 2.784
9860, -1.090, 1.949, 2.578, 5.307, 2.698
9865, -1.053, 1.941, 2.483, 5.297, 2.649
9870, -1.015, 1.932, 2.425, 5.287, 2.575
9875, -0.978, 1.924, 2.344, 5.278, 2.509
9880, -0.940, 1.915, 2.299, 5.269, 2.448
9885, -0.903, 1.907, 2.229, 5.260, 2.393
9890, -0.865, 1.900, 2.166, 5.251, 2.343
9895, -0.827, 1.892, 2.109, 5.241, 2.297
9900, -0.790, 1.886, 2.029, 5.234, 2.228
9905, -0.752, 1.880, 1.956, 5.226, 2.165
9910, -0.715, 1.875, 1.862, 5.218, 2.108
9915, -0.677, 1.869, 1.804, 5.214, 2.000
9920, -0.639, 1.864, 1.724, 5.206, 1.958
9925, -0.602, 1.858, 1.679, 5.201, 1.863
9930, -0.564, 1.855, 1.582, 5.195, 1.805
9935, -0.526, 1.850, 1.522, 5.192, 1.697
9940, -0.489, 1.846, 1.468, 5.186, 1.655
9945, -0.451, 1.844, 1.362, 5.183, 1.560
9950, -0.413, 1.840, 1.322, 5.180, 1.474
9955, -0.376, 1.837, 1.258, 5.175, 1.424
9960, -0.338, 1.835, 1.171, 5.172, 1.350
9965, -0.300, 1.834, 1.093, 5.169, 1.283
9970, -0.263, 1.834, 0.994, 5.168, 1.195
9975, -0.225, 1.834, 0.903, 5.165, 1.142
9980, -0.187, 1.834, 0.821, 5.163, 1.066
9985, -0.149, 1.834, 0.747, 5.162, 0.997
9990, -0.112, 1.834, 0.679, 5.160, 0.934
9995, -0.074, 1.834, 0.617, 5.160, 0.849
10000, -0.036, 1.834, 0.561, 5.160, 0.772
10005, 0.001, 1.834, 0.510, 5.159, 0.730
10010, 0.075, 1.834, 0.464, 5.159, 0.663
10015, 0.151, 1.834, 0.422, 5.159, 0.603
10020, 0.226, 1.834, 0.383, 5.160, 0.521
10025, 0.302, 1.834, 0.349, 5.160, 0.473
10030, 0.377, 1.834, 0.317, 5.160, 0.430
10035, 0.452, 1.834, 0.288, 5.160, 0.391
10040, 0.528, 1.834, 0.262, 5.160, 0.356
10045, 0.603, 1.834, 0.238, 5.160, 0.323
10050, 0.678, 1.834, 0.216, 5.160, 0.294
10055, 0.753, 1.834, 0.197, 5.160, 0.267
10060, 0.829, 1.834, 0.179, 5.160, 0.243
10065, 0.904, 1.834, 0.163, 5.162, 0.193
10070, 0.979, 1.834, 0.148, 5.163, 0.148
10075, 1.054, 1.834, 0.134, 5.163, 0.134
10080, 1.129, 1.834, 0.122, 5.163, 0.122
10085, 1.204, 1.834, 0.111, 5.165, 0.083
10090, 1.279, 1.834, 0.101, 5.168, 0.020
10095, 1.354, 1.834, 0.092, 5.169, -0.010
10100, 1.429, 1.834, 0.084, 5.172, -0.065
10105, 1.504, 1.834, 0.076, 5.177, -0.143
10110, 1.579, 1.834, 0.069, 5.182, -0.213
10115, 1.653, 1.834, 0.063, 5.185, -0.250
10120, 1.728, 1.834, 0.057, 5.191, -0.339
10125, 1.803, 1.834, 0.052, 5.197, -0.420
10130, 1.877, 1.834, 0.047, 5.203, -0.493
10135, 1.952, 1.834, 0.043, 5.211, -0.588
10140, 2.026, 1.834, 0.039, 5.218, -0.674
10145, 2.100, 1.835, 0.008, 5.226, -0.752
10150, 2.174, 1.840, -0.077, 5.235, -0.851
10155, 2.249, 1.846, -0.181, 5.244, -0.941
10160, 2.323, 1.850, -0.249, 5.255, -1.051
10165, 2.397, 1.858, -0.366, 5.267, -1.178
10170, 2.470, 1.864, -0.444, 5.278, -1.267
10175, 2.544, 1.872, -0.543, 5.290, -1.375
10180, 2.618, 1.880, -0.633, 5.303, -1.473
10185, 2.691, 1.889, -0.743, 5.317, -1.590
10190, 2.765, 1.898, -0.843, 5.330, -1.697
10195, 2.838, 1.907, -0.934, 5.344, -1.794
10200, 2.911, 1.918, -1.045, 5.360, -1.910
10205, 2.984, 1.929, -1.145, 5.375, -2.015
10210, 3.057, 1.939, -1.236, 5.390, -2.111
10215, 3.130, 1.952, -1.347, 5.409, -2.254
10220, 3.203, 1.962, -1.420, 5.425, -2.356
10225, 3.275, 1.976, -1.542, 5.444, -2.477
10230, 3.348, 1.989, -1.625, 5.464, -2.614
10235, 3.420, 2.004, -1.757, 5.482, -2.712
10240, 3.492, 2.018, -1.848, 5.502, -2.828
10245, 3.564, 2.033, -1.959, 5.524, -2.962
10250, 3.636, 2.050, -2.088, 5.544, -3.055
10255, 3.708, 2.067, -2.205, 5.565, -3.168
10260, 3.780, 2.082, -2.284, 5.590, -3.326
10265, 3.851, 2.101, -2.411, 5.613, -3.443
10270, 3.923, 2.117, -2.499, 5.637, -3.576
10275, 3.994, 2.137, -2.635, 5.662, -3.698
10280, 4.065, 2.157, -2.758, 5.686, -3.808
10285, 4.136, 2.177, -2.870, 5.711, -3.908
10290, 4.206, 2.197, -2.972, 5.737, -4.027
10295, 4.277, 2.220, -3.121, 5.763, -4.136
10300, 4.347, 2.240, -3.200, 5.791, -4.262
10305, 4.417, 2.263, -3.328, 5.820, -4.405
10310, 4.488, 2.291, -3.528, 5.847, -4.507
10315, 4.557, 2.317, -3.682, 5.875, -4.599
10320, 4.627, 2.340, -3.765, 5.906, -4.739
10325, 4.696, 2.366, -3.898, 5.936, -4.866
